,0x,0y,1x,1y,2x,2y,3x,3y,4x,4y,5x,5y,6x,6y,7x,7y,8x,8y,9x,9y,10x,10y,11x,11y,12x,12y,13x,13y,14x,14y,15x,15y,16x,16y,17x,17y,18x,18y,19x,19y,20x,20y,label
0,0.0,0.0,-0.13793936581396643,-0.1024082790286951,-0.21028573785971155,-0.2908427988755452,-0.13648497078720453,-0.44267700941812277,-0.012725009980715699,-0.5262576593887877,-0.13587442166463282,-0.5136934897186226,-0.11916987600239067,-0.7120347456847493,-0.08338268931787955,-0.8495900922020562,-0.04561615720991497,-0.9730867944969984,-0.036476937475157005,-0.503512463426889,-0.09119240896399257,-0.733376766599734,-0.13825874001286548,-0.8724866416812965,-0.16591883465276638,-1.0,0.07221651612402355,-0.4496713000222722,0.05252532777958472,-0.5951840860001304,-0.017736995978208922,-0.4493242922743473,-0.05889666680215084,-0.32941853703726753,0.17538452192263007,-0.3603728988602532,0.11373881744250502,-0.4451544985198427,0.0463005118429558,-0.33574213747198894,0.014966112565414268,-0.24096872517604312,R
1,0.0,0.0,-0.13793936581396643,-0.1024082790286951,-0.21028573785971155,-0.2908427988755452,-0.13648497078720453,-0.44267700941812277,-0.012725009980715699,-0.5262576593887877,-0.13587442166463282,-0.5136934897186226,-0.11916987600239067,-0.7120347456847493,-0.08338268931787955,-0.8495900922020562,-0.04561615720991497,-0.9730867944969984,-0.036476937475157005,-0.503512463426889,-0.09119240896399257,-0.733376766599734,-0.13825874001286548,-0.8724866416812965,-0.16591883465276638,-1.0,0.07221651612402355,-0.4496713000222722,0.05252532777958472,-0.5951840860001304,-0.017736995978208922,-0.4493242922743473,-0.05889666680215084,-0.32941853703726753,0.17538452192263007,-0.3603728988602532,0.11373881744250502,-0.4451544985198427,0.0463005118429558,-0.33574213747198894,0.014966112565414268,-0.24096872517604312,R
2,0.0,0.0,-0.145030881783402,-0.1044547948521437,-0.21798289172700142,-0.2922738339457122,-0.1415347569309372,-0.4485299162353845,-0.016454344811129545,-0.531182901127246,-0.14281351731069677,-0.5073823770722181,-0.13273110936056903,-0.7024215701524673,-0.10272724165919826,-0.8333580247572486,-0.06858756762559204,-0.9509774231433161,-0.040764307030238055,-0.5007157786979267,-0.08828887054942106,-0.7397320189977911,-0.11990472524987478,-0.877157655272543,-0.13396842085962482,-1.0,0.0663810926303718,-0.4502802813772116,0.051228191023644454,-0.5896658944750235,-0.02134389236754371,-0.4450583249883207,-0.07143269110667134,-0.3238995451297393,0.17231866415982,-0.3652214536651872,0.11842315373213383,-0.4520699002876802,0.04692370539392405,-0.34724305546170137,0.00199845584626778,-0.25290884629300237,R
3,0.0,0.0,-0.13667707854776967,-0.1636747709390339,-0.182775859858372,-0.36140399562314596,-0.09550644823210876,-0.5155151246603008,0.029945469978630092,-0.5999741563879764,-0.19336943242660729,-0.508362666669343,-0.19423065197913142,-0.7229770034507494,-0.18276943659169426,-0.8419291026922269,-0.1741487101653966,-0.9473600750317839,-0.09265702691574557,-0.5224118061648807,-0.10435229008275225,-0.7575940952113794,-0.09849417050912668,-0.8896947467965839,-0.0952999000630032,-1.0,0.008467170207283332,-0.4958033737706407,0.01362836534637591,-0.6084325447853487,0.0018029306656034822,-0.4919635148416351,-0.010660615414184027,-0.3934873094064977,0.09882797964928462,-0.45065779519865834,0.09248670998524405,-0.562930274185669,0.07043794384208198,-0.5092853588912438,0.052513316360185684,-0.44256919627119334,U
4,0.0,0.0,-0.12862513893587205,-0.12850285435738615,-0.18304631475882413,-0.3117789464616264,-0.07487194787567314,-0.41908883281260834,0.055082100857462825,-0.43064518772363686,-0.08815667554035286,-0.5193187362246002,-0.0814764917352854,-0.7226715608512856,-0.06565858229731121,-0.8523261174226109,-0.04585663288782806,-0.9611184626601308,0.022022317986128474,-0.509126589752048,0.018728114317170898,-0.7428999934865602,0.012920311216353356,-0.8817232880684289,0.018744250838868007,-1.0,0.1254864173770168,-0.4463135822027613,0.09898142409006196,-0.5627663208940642,0.018255028480540572,-0.46675603386148223,-0.02240631677588935,-0.38400383242390307,0.21242075139881372,-0.3489184118132786,0.14981491325569032,-0.4259308861009499,0.06858996636123536,-0.3629776084750357,0.03188038803292018,-0.300150985735567,U
5,0.0,0.0,-0.1296072427419829,-0.12591576719079295,-0.17620012679399832,-0.31551719450671895,-0.0689883984857051,-0.4548466759651139,0.06924871473249682,-0.51064820069584,-0.14161729340703072,-0.4712585167088396,-0.1509795334988858,-0.7080671015919014,-0.145032107946291,-0.8506893704695776,-0.13709500723700682,-0.9708024563823391,-0.03296043958563082,-0.48301073387623056,-0.037266271410245785,-0.734663262045192,-0.05039219367396348,-0.878578670809768,-0.04966462403998815,-1.0,0.0728151011064413,-0.45096452528036546,0.06821038766513954,-0.556233254115705,0.013275797553159694,-0.43936938337490766,-0.0050126291241618295,-0.34820813167375897,0.1634033756864129,-0.3873499959179466,0.15085514776722853,-0.4957807954306161,0.0950619816252564,-0.42647721194223853,0.07474225236408408,-0.35207112381101663,U
6,0.0,0.0,-0.10292659365910853,-0.15126457555622116,-0.12022079595257165,-0.33650287780217447,0.0029983324162617684,-0.4500983730436441,0.13654715708400036,-0.5161501306431944,-0.0896922326554963,-0.5349511804238521,-0.04734854536765323,-0.7472364074719269,-0.01520384095556165,-0.8694094334183219,0.01316430773855068,-0.9757414672840717,0.007129543761870868,-0.5300645262555775,0.04849854257605695,-0.759361503992685,0.07514090538314572,-0.8874965631762818,0.10278262454294194,-1.0,0.09553000474395795,-0.47701493556679764,0.14198418587044956,-0.5692711791737788,0.10248081611527081,-0.4795388721880813,0.07635375740080265,-0.4156520940659091,0.1700553543694451,-0.39617632073229014,0.19671738125093713,-0.44928766890474264,0.15740512171886484,-0.39548465447236547,0.13066759883743184,-0.35357190888651124,U
7,0.0,0.0,-0.13389545299462052,-0.12530311139381584,-0.1828454127642543,-0.32942217968093485,-0.08081276713928431,-0.47991299101997564,0.05975378397066894,-0.5232164926241568,-0.13235666273304056,-0.4646001322113253,-0.1405756592143053,-0.698559485748584,-0.13445662552926693,-0.841130277400174,-0.12299100385124644,-0.9632326309648441,-0.024248257813565995,-0.47318170968880485,-0.021464838555364005,-0.7238546090298269,-0.031957200451117,-0.8730980458671062,-0.028132581053303896,-1.0,0.08128800100511636,-0.4419332417787265,0.07112135189370346,-0.5595073204100809,0.01113986531423374,-0.43635350374611104,-0.008625505559713276,-0.3307936248673387,0.17291221874860138,-0.38196888192179435,0.1522481089461762,-0.5100382422718279,0.09689946618228402,-0.4314579194466177,0.07921074310060006,-0.3390628248711563,U
8,0.0,0.0,-0.07149039649978549,-0.16950584697858082,-0.0818205010399859,-0.3679885639923844,0.018372147236642777,-0.5038835411325407,0.12537218032965824,-0.569719382471622,-0.10951862176242647,-0.5368979545827937,-0.09086315529730946,-0.7461789176570008,-0.07543516215504259,-0.87137996261418,-0.06858241497771306,-0.9799030565285896,-0.04701583855183791,-0.5431187571456106,-0.030228049982087245,-0.7570746341352059,-0.00892641320740781,-0.8928939910465062,0.011684914018528862,-1.0,0.01063825575074243,-0.5044846901787409,0.07853749793046448,-0.6194387786301633,0.07560536877228677,-0.5316198874651723,0.06168362109347829,-0.45925675433578383,0.07198341888391092,-0.4433162349494603,0.1222071780168133,-0.5345710805465911,0.1271276254871749,-0.48393221670557907,0.1322872029895751,-0.4344588918024104,U
9,0.0,0.0,-0.1328123585132028,-0.1451823117871917,-0.1708489017319995,-0.3354207229645176,-0.05301099427530748,-0.473160967399137,0.07760884072894891,-0.5266241079084714,-0.15505831072954962,-0.4978938179821643,-0.17085473466302523,-0.7189868349335556,-0.16356103073347839,-0.8499709458883222,-0.15199809169075926,-0.9613471182427787,-0.046580564137568926,-0.5035018048452747,-0.07024984560372695,-0.746702853418114,-0.07923867455297758,-0.8815420143434596,-0.07140523634448519,-1.0,0.06701398007743592,-0.4604703910777982,0.06872566309489017,-0.5991293221489703,0.019629130015044727,-0.48010949352330623,-0.0008934733217963603,-0.3818355189655165,0.17308677157569435,-0.38691252094622,0.15717359494217142,-0.5095530474265744,0.09418951164678743,-0.43724027287015815,0.06282979286180013,-0.35792539389571537,U
